rip off	| Tom was walking through the park. He saw a man standing in front of a sign. The sign looked familiar. He looked around and saw a young woman. He stopped and introduced himself. <|endoftext|>>
fair	| Tom was at a fair. He got too drunk. He got arrested. He spent time in jail. Tom was proud of his decision to drink.
forgotten password	| Bob was trying to log in to his computer. He had forgotten his password. He was able to log in but couldn't get back to his computer. He called the internet company. They had forgotten his password.
store credit	| Tom was shopping for a new pair of shoes. He decided to check out an online store. Tom found some great shoes for a low price. Tom paid for the shoes and got a credit on his account. Tom used the credit to buy the shoes back.
apartment	| My apartment was full of trash. I decided to take my garbage out. I went to the dumpster. I collected all the trash. I threw all the trash into the back yard.
family expectations	| My dad was a hard worker. He wanted me to be able to make more money. He said he would make a good living for me. I decided to take a job at Walmart. He made more money than I ever expected.
sending the mail	| John was an old man. He needed to mail some things. He didn't have a mailbox. He called his friend to borrow a mailbox. His friend was able to mail the things.
scars from the cat	| John was cleaning his house. He found a cat sitting on the couch. His wife said it looked sick. John had the cat taken to the vet. The vet said it was a small cat.
treat	| I received a visit from a pretty girl. She came over to my house to pick me up. She was so nice. I asked her out for coffee. She said yes.
the fearful man	| A man was going to meet a stranger for the first time. He had a fear of strangers. He asked to be introduced. The stranger introduced himself and the man was afraid. He was scared at the stranger and didn't want to meet him.
the cat	| Ben was walking his cat. The cat looked very hungry. Ben took the cat's food to the street. The cat began to dig for food. Ben gave the cat a snack and watched it explore the neighborhood.
smelly shoes	| am was wearing his favorite shoes. While in the park he was walking. A small bee stung his foot. The stinger was very stinky. Sam decided to wash his shoes before going to the park.
timer	| There was a timer on top of the kitchen counter. Janet woke up and fell asleep on it. It started to wake her up again. She jumped onto the counter. Janet was able to make it through the next two hours.
silly injury	| Will was playing football with his friends. Suddenly , he was hit by a ball. He landed on the ground. He was rushed to the hospital. His mother was able to get him checked out.
clean the basement	| Bob was trying to clean the basement. He put a bucket of water on the floor. Bob put the bucket on the steps. The steps were shaking. Bob was able to push the bucket into the basement.
culture clash .	| Lucy and her friends were throwing a party. They decided to try and have a friendly conversation. They all began talking and making fun of each other. Lucy was offended and decided to leave. Her friends were mad that she left.
black out	| Kelly was at work. It was a dark and stormy day. Suddenly she saw a rainbow. The weather had caused a blackout. It was the most amazing day she ever had.
take a seat	| The kids were bored. They decided to sit in the living room. They sat there for a while. They were bored again. The kids decided to go to the kitchen.
first show	| When I was a kid I would go to my first show. I was so excited and scared. I thought that I was going to be terrified. The show was a success and I got to meet my parents. I felt very relieved.
new running shoes	| Kelly was new to running shoes. She was trying them out on a new run. When she started it was going really well. She couldn't believe how slippery it was. She had to run with them for a while.
bad customer service	| I went to get a phone call from the customer service. I had a bad experience. They gave the phone number. I was confused. It took forever for them to respond.
protest	| My friend's wife , Mary , was on an anti-same-sex marriage protest. She was arrested for opposing it. She was charged with simple battery. She was released on $ 10,000 bond. She is now married to a man who is pro-same-sex marriage.
police scanner	| I was driving my car when my car stalled. I pulled over and told my driver to call the scanner. I pressed and pressed , but I was unable to call the scanner. I tried to call the scanner , but it didn't work. My car was towed to the police station for repair.
the lesson	| The teacher said that everyone had to come up with a story. Gina's favorite was to pretend to be a pirate. She got really excited and told a really scary story. The teacher told her that the story was not scary. Gina was still very scared.
books	| I started my life. I started a book store. I started a bookstore. I got a book published. I ended up being successful.
car wash day	| Tim was going to work. He forgot to do the car wash before work. The day was hot and humid. Tim overslept and forgot. He had to do it again later the same day.
dance partner	| My friend and I decided to go to an after-school dance. We were both very excited. We got there and were very nervous. When we got on stage , we were so nervous. Thankfully we did an okay job.
acquired taste	| Tom was a chef. He cooked lots of meals. One day he mixed tomato sauce with cucumbers. Tom thought it tasted sweet but didn't want to tell the chef. He kept it as is.
the birthday surprise	| John was excited for his daughter's birthday. He was hoping that she would get a new dress. When she was born , she was very happy. He was even more so when he saw her smile. John was happy because he knew her so well.
building a pc	| I was building a computer for my son. It was very simple. He was very impressed with it. I had to glue it together right. We were excited to show him he built a computer.
bad gun	| Tom was at a concert. He wanted to buy a gun. The salesman asked for his ID. Tom didn't have one. He had to get his ID with him.
it 's the little things .	| The other day I was at the grocery store. I saw a basket with a toy that was so small. I stopped and picked it up. I didn't even notice it was a toy. It was just a little box and I took it home.
free books	| My bookstore was having a sale. I wanted to check out the free book for free. I decided to look around the bookstore. I found a lot of old books. I decided to keep a few books.
party shoes	| I was going to the store to buy shoes for my daughter. I needed to buy a good pair of shoes for her. I went to the shoe store and looked around. I found a pair of shoes I liked. I purchased them as soon as I got home.
new job	| I lost my job. I was really sad. I was afraid of losing my home. My husband helped me move. I was happy to finally be independent again.
the kidnapping	| The family was driving home from a party. Suddenly they heard a loud noise. They stopped to see what happened. It turned out that the man was kidnapped ! The family's fears were confirmed just in time.
snowed	| Tim was bored. He decided to go for a walk. Unfortunately he walked into the snow. It was so hard to walk through the snow. All he could do was sit and stare at the ground.
laptop	| John wanted a new laptop. John decided to look for one online. He found out about a great deal on a new laptop. John found out about a great deal on a new laptop deal. John bought the laptop and it was amazing.
broken ankle	| I went to a show yesterday. I got really excited. When I started dancing I fell off the stage. I landed on my ankle. I had to go to the ER.
orange juice	| I went to a fancy restaurant for lunch. I wanted a glass of orange juice to finish my meal. I went to the counter and asked for a glass of water. There was a glass of orange juice left. I put the orange juice in the glass and took a sip.
perfect spot	| Tom was in a hurry. He was trying to get to work. He was running a bit late. He noticed a spot on the carpet. It was a bad spot , but it looked excellent.
dinner	| I had a dinner with my family. My daughter was the only one not to eat. My son and daughter-in-law each ate half the food. We all sat down and had a good chat. My daughter and son-in-law were very happy.
sam 's injury	| am was playing basketball. He was running towards the hoop. Sam slipped on the court and fell. He sprained his ankle and was left out for four weeks. Sam was disappointed he couldn't play basketball.
mark 's dog returns	| Mark's dog had been ill for a while. Mark decided to take the dog to the vet. The vet said the dog was healthy and able to go home. Mark was so happy. Mark took the dog home and put him to bed.
nurse tammy	| Tammy had worked in a hospital for three Year 's. She was very experienced , and had made the hospital her home. One day , she was called to a meeting with the president of the hospital. Tammy was asked to leave the hospital and return to her home. Tammy was devastated.
lost book	| Tim was reading a book. He didn't notice when the book was missing. He called the library. They said they couldn't find the book. Tim was mad.
sentimental jewelry	| I received a box of sentimental jewelry. I was really excited to try it out. Unfortunately , the bag broke down in the middle of the trip. I felt really bad about it. I realized I should have waited to take her out.
peter sells pickles	| eter was tired of eating his favorite pickles every week. However , he was also tired of waiting in line. He decided to make a business selling his pickles online. He sold one hundred million dollars in pickles. He was so happy with his success that he started his own business.
color contacts	| I needed to dye my hair blue. I went to the color shop. I ordered a dye. I mixed the dye and applied it. It looked great.
scary book	| Tom had a scary book. His son got scared by it. He had nightmares. Tom took his son to the doctor. The doctor said the nightmares were normal. <|endoftext|>>
scared attempt	| Bill was walking along the playground. He came across a friend who looked as if he was under some sort of spell. Bill was scared but didn't say anything. He was so scared , he started running towards the friend. Bill ran as fast as he could and jumped into the pool of water.
the surprise pregnancy	| Rachel was pregnant. Her doctor told her she was going to be having a baby. She was so excited that she didn't know she was pregnant. She was so excited that she knew she was having a baby. She was so glad that she had found a baby.
snow falls in	| It was winter and it was very cold. A storm blew through and the roads were icy. It was very hard to move people around. Thankfully it snowed a bit. People had to move a lot of stuff around.
collecting	| Jack was collecting some rare coins. He was a bit bored with his collection. He decided to sell some of his coins. He found a buyer who bought them for a very high price. Jack was very happy with his find.
autograph	| I bought an autograph from my favorite artist. I sat down and waited. The artist took my photo. I took the photo. The artist was very nice.
brand new cell phone	| Fred was trying to buy a new cell phone. He had seen a lot of reviews online about the brand. Fred went to the store and picked out a pink one. He showed it off to his friends. They all loved the phone.
sweet sixteen	| I decided to give my best friend a kiss. I placed my lips over her. I gave her a quick kiss. She kissed back. I kissed her back.
needle pain	| Kate went to her friend's house to ask for a favor. Her friend was asking her to borrow the needle that she had. Kate wanted to keep the needle , as she needed it for a new needle. She didn't want to get her friend in trouble for asking. She just wanted the needle.
red stain	| Tina was making dinner. She was cutting carrots. All of a sudden she saw red dye all over her food. It was the stain from the green carpet. Tina didn't know what else to do.
failed project	| Tom was working on a project. He forgot to finish it. His boss called him into his office. He tried to tell him to finish it. His boss told him to work on his project.
sam the swimmer	| am was always afraid of water. He was afraid of swimming in the river. Sam decided to swim in the river. Sam swam on the river for over a day. Sam was glad he went swimming in the river.
legend	| Bill was a very good basketball player. He was playing in a tournament. Bill was playing with his team in the last round. He made a shot , but missed. He was very disappointed in himself.
football draft	| I had a very important NFL draft. My team was going to pick a quarterback. I did not have a great feel for the picks. However , I kept my fingers crossed. In the end , I picked a quarterback.
sam gets scared	| am was walking home. He saw a deer. He was scared. He ran away from it. He ran home.
gas	| Tom was driving to work. He saw a lot of smoke coming from his car. It was coming from the engine. Tom was worried it would explode. He pulled over and pulled over the car.
the revolution	| The revolutionaries were determined to change the world. They wanted to end the world hunger. They ran around the streets with guns. They took down the police stations and buildings. They took over the government.
eight glasses	| My girlfriend got married last summer. She had four glasses. She kept on drinking them. She had a stroke last month. She is now in a nursing home. <|endoftext|>>
brian starts photo business	| Brian wanted to take his photography business to the next level. He went to the local photography shop to learn more about them. He was able to get a job there. He was able to sell photography books. Brian is able to continue his photography business.
ex	| I wanted to be an actor in my school play. I auditioned for the lead role. It was not a good role. I decided to ask my parents to change my focus. They were more excited to give me the lead role.
soccer practice	| It was finally time for soccer practice. I had a lot of practice with the ball. I was having fun. I was practicing for the first goal. I made it and scored the goal.
favorite chair	| Kate's old chair was going to be out of style. It was one of the last chairs she had. She took it to the furniture store. There she saw her favorite chair. She loved it so much she bought it.
jail sentence	| The judge handed out his sentence. He sentenced to prison for two years. The man was happy. He had done nothing wrong. He took a deep breath and looked at the man.
counseling	| The woman had a problem. She needed help. She called a counselor. The counselor helped her. She was able to get the help she needed.
the new game .	| It was the day before launch day. Jason was excited. He got to his house and sat down. He was excited to play his new game. He was happy to finally be able to play. <|endoftext|>>
bloody nose	| I was walking down a hallway. I bumped into someone. I told him he looked bloody. The person didn't notice. I picked up the person and dumped him on the floor.
the failing business	| John was starting a new business. He was worried that he would fail. He had a few employees. His business was failing. He didn't know what to do.
cocoa	| Anna went to Hawaii to visit her parents. She was nervous she would miss her mom for a while. But the day went by so quickly she forgot she missed her ! Soon she was back on her way to her mom ! Anna was so happy she had been so nervous !
scared	| I was scared to go outside. I stood close to my window. A bird flew in. It flew into my window. I was scared to go outside.
brandon gets a fish	| Brandon is looking for a job. He doesn't think he can find one. He starts looking for a job. He finds a job. He gets a job.
storm	| I heard a storm. I looked outside. There was a tornado. It was scary. I didn't know what to do.
a separation	| Tom was getting married. His wife was getting sick. She was also getting tired. He decided to break his vows. His wife broke up with him.
ipad fixed for free	| Joe was at the mall. He found an iPad. He took it home and asked for a repair. Unfortunately he couldn't afford one. Joe had to fix it for free.
broken down	| usie was driving. She was going really fast. Her car started going down. She was trying to take it out. Luckily it was just a blown engine.
not allowed	| arah was having a party. She had a lot of food and a lot of drinks. A waiter asked her to pay the bill. She showed him her card and he wasn't allowed to do so. Sarah was furious at the waiter.
the car	| Jake wanted to buy a new car. He went to the dealership to check out the options. He got a great deal. He bought a pretty red car. He drove it home and took it home.
dog walking accident	| I was walking my dog last week. Suddenly , we were hit by a car. It spun me around and I fell. I hurt my leg badly. I had to get a cast put on my leg.
jerky	| Joe was hungry. He was eating some jerky. It tasted awful. He decided to eat something else. He went get a snack instead.
job hunting	| Tim was looking for a job. He found a few online. He found that they pay much better. He decided to apply for a job. After interviewing many people he got the job.
halloween changer	| A man was looking for a new costume. He went to a costume shop and looked at a lot of different costumes. The shop owner told him he could chose anything he liked. The man picked a black and white pumpkin costume. He was very happy with his choice.
new job	| My friend came to visit yesterday. He quit his job. I was happy he quit. I started getting calls from him. He told me he was going to come back.
save the dates	| John was having a date with his girlfriend of 3 years. He was very nervous about this. He was afraid she would leave him. John had a great time at his date. John was happy that he was able to date his girlfriend.
return policy	| Bill was upset his credit card company didn't honor his return policy. They denied it because they couldn't figure out why he hadn't paid in. They told Bill they would refund him only if he paid off his balance. Bill didn't want to do that , so he cancelled his credit card. The next day , he realized he had been paid off all along.
sarah 's movie date	| arah was nervous about her movie date. She had a great date with a boy in the audience. Sarah went with the boy to see her movie. They enjoyed the movie together. Sarah and her date went back to see the movie together.
bald tire	| I was driving home from work. My tire went flat. It was a flat tire. I pulled over to change the tire. I replaced the tire and felt better.
sleepover	| We went on a sleepover. We played hide and seek. We played hide and seek in the woods. We had so much fun. I am sure we will do it again soon.
bunny ears	| I had three rabbits. When they got older they got bunny ears. I was not sure what color they were. Thankfully they went to a vet. It was a quick surgery.
waking up late	| Tom was feeling drowsy. So he decided to wake up earlier. He went to bed earlier. But his alarm clock went off. Tom awoke late.
the new purse	| Tom needed a new purse. He looked through all of his old ones. He finally found one he liked. He went to the store one day. They were sold out of a new purse.
party planner	| I wanted to plan my wedding. I wanted to have it be organized. I thought about the pros and cons of different arrangements. I decided to have a large party. I was glad I had thought about it.
horseback riding	| Tom had never ridden a horse before. He wanted to learn how. He took lessons from a local instructor. He took the horse to the local race. He won first place in the race.
the book idea	| The couple was about to get married. They were going to have a baby. They wanted to have a book about the baby. They went to the library. They found a great book about the baby.
clean	| Kelli was cleaning her house. She needed to get rid of old paint. She tried everything to get rid of them. But nothing worked. Finally she decided to just leave them.
chuck gets beat	| Chuck was a very good football player. Chuck was a very good player. Chuck was playing with his friends. Chuck was the best. Chuck went down to the ground and tackled someone.
foreign food	| I was invited to a sushi restaurant. I was not sure what to order. The manager told me my order was Japanese. All I wanted was Chinese. As a result , I was not allowed to order.
acceptable substitutions	| Jane ate a bag of chips. When she went to take a bite , she saw that she had forgotten to buy salt. She was embarrassed. Jane decided to substitute salt for chips. She didn't mind her choice , and ate every last chip.
sleep problems	| I have been trying to sleep for 3 years. I have tried different kinds of pillow but none of them work. I tried a special sleep medication. It worked for a while. Now I can sleep without problems.
doll mom	| Kim wanted to play an Easter egg hunt with her friends. She spent the whole day hunting for eggs. As she was hunting , she realized they were all gone. She started to cry. Then she realized that she had played the game , too.
homework	| Tim had a lot of homework. He was very stressed out. Tim decided to take a break. He did not study very much. Tim started to get very stressed out.
donate	| ally was very poor. She wanted to donate her money to charity. She wanted to donate to help animals. So she did. She made a difference.
new restaurant	| One day we went to a new restaurant. It was very nice. We ordered a large steak. We also ordered a large dessert. But we had a lot of fun and ate way too much.
rocks	| I had a lot of white rocks in my house. I took them out and put them in a bucket. I brought them home and put them in a vase. I put the vase in the dishwasher. I cleaned the dishes and put my rocks back in.
brother-in-law	| Tom was a senior in high school. He was with his married father. Tom asked his father to drive him to the store. When he got there , his father was in a hurry. His father drove Tom to the store , where Tom bought a new laptop.
moon	| The moon rose over the horizon. I walked closer to the moon. The moon was beautiful. My hands were sweaty. I walked away. <|endoftext|>>
carl makes a difference	| Carl is a great cook. Carl cooks for his friends and family. Carl knows he needs to make a difference in the world. Carl works very hard every day to make his friends and family happy. Carl is proud to be a great cook who makes a difference.
cockroach problem	| I was cleaning my house one day. I had taken some of the trash out of my trash bags. However , I hadn't put my trash bag in the trash can. Since I didn't know where the trash was , I began to look and look. I realized that my trash bag was gone and that there was a cockroach.
sally 's cell phone	| ally needed a new cell phone. She didn't have enough money to buy it. She decided to use a lottery ticket to get one. She won the jackpot. Sally was so happy !
frozen turkey	| The family went to the market. They ordered a frozen turkey. The turkey was delicious. The family loved the turkey. The family was very proud.
the sliding injury	| Tom was at the mall with friends. They were looking for some deals. They were looking at a new pair of shoes. They got the shoes and tried them on. Tom slid and the shoes fell off.
surgery	| Tim's friend had a doctor's appointment. Tim's friend was afraid he would have surgery. Tim was worried about it. Tim's friend was scared too. Tim was afraid of surgery.
software	| am was unemployed. He wanted to find a job. He applied for a job at a computer company. He was told to apply for the manager position. Sam is now the manager of a computer company.
skiing	| Tom went skiing. He got too exhausted. He fell down. Tom had to go to the hospital. He needed surgery.
claw machine	| The man was swinging the hammer upside down. The hammer broke loose from the handle. He tried to push the hammer with the hand. It was too hard for him to push. The man held his arm out to block it.
car	| Joe wanted to go for a long drive. He signed up for a car rental service. They offered a discounted rate. He chose a blue car for his trip. He drove his car far and wide.
jack instructs his barber	| Jack wanted to learn how to barber. He watched videos online and was inspired. He took a few lessons at the barber shop. He practiced every day. Jack eventually became very good at barbering.
mike	| Mike was a very good swimmer. He went to a local high school. Mike had a lot of good friends in high school. Mike decided to get into swimming. Mike is now a good swimmer.
beth attacked by a bear	| Beth was on a hike in the forest. She was watching a bear. She saw a bear attack another one. She thought it was funny. She was more careful hiking after that. <|endoftext|>>
the purse	| The woman dropped her purse on the floor. She went to pick it up. It was missing two things. She looked everywhere for it. She finally found it in the kitchen.
true love	| I met a man at work. He was attractive. We were going out. We were talking about our life. We decided to go out.
poetry	| I had a big book of poems for writing. The book had so many poems. I was really proud of my work. I had so many poems. I put them in a folder.
the sore back	| The back pain started after a long day at work. I stopped going to the gym so I didn't work out as much. I went to the doctor. The doctor found the problem was muscle soreness. The doctor asked me to work out more and I agreed.
heat wave	| Tom lived in the US. The cold was very common. One year , Tom got a lot of snow. The snow was really cold. Tom stayed home from work because it was so cold.
buddy the dog dies	| Buddy the dog is a stray. Buddy is tired of living on the streets. Buddy is adopted by a happy couple. Buddy is so happy when he gets adopted. Buddy is a happy dog and never went back home.
good decisions	| Tim was a very good student. But he always did bad grades. The teacher noticed. And her grades went down. She gave him a zero on his report card.
las vegas vacation	| My family and I went to Las Vegas last week. We had a great time. We flew in a helicopter to see the Strip. We also took a tour of the local casinos. We also had a great time.
the big race	| A few weeks ago I started a new job. I worked at the intersection of a major street. The job pay was great and everyone knew me. I had the opportunity to run a race. I did really well and was offered a promotion.
the hotel	| John was staying in a hotel. John was having a lot of fun during his stay. John was having a very good time. John had a lot of fun while at the hotel. John thought that he would stay in the hotel forever.
band practice	| The band played a gig at the local bar. The woman in the front row was loud and obnoxious. She made an attempt at being loud but it was not good enough. The man in the back row joined in. It was a loud , obnoxious back row and the crowd laughed.
the doctor 's office	| James was feeling very sick. He decided to go to the doctor. The doctor gave him some medicine. He also gave James some prescription medicine. James felt much better.
mutual attraction	| I had a crush on my friend , Bill. He was a bit of a slob. One day I decided to flirt with Bill. I thought it would be funny to try and flirt with him. He was so impressed , he offered to pay me to go to lunch.
trees	| I was working on the farm. There were many trees in the field. I cut them down to build a fence. It took a long time to cut the trees down. When they were all cut down , I built a fence around them.
free breakfast	| One day I went to the coffee shop. I had a big breakfast. I had coffee. I sat down at my desk. I sat there for a while.
new orleans trip	| I took a trip to New Orleans last week. It was very exciting to see all of the different landmarks. The city was beautiful. I loved the food. However , the people were mean to me because of my accent.
two years	| Kelly and her family moved to North Carolina. They started dating in a month. They were both in college and wanted to make a new start. They decided to move back to the state they were living in. It took them a year but they were finally ready to get out.
baby brother	| John was having a baby brother. He was very nervous about it. John's wife was very pregnant. One night , the baby woke up without a father. John and his wife were shocked.
first drink	| I had a drink with my friend. We were drinking at the bar. I began to feel dizzy. I took a big breath and sat down. I felt so much better.
target practice	| Bob was a rifleman who loved taking aim. He practiced with his buddies every day. He got really good at taking aim. He was invited to go on a rifle competition. Bob did very well in the competition and won first prize.
syrup	| I was drinking a syrup. I was drinking it with lemon and honey. Unfortunately the honey made me sick. I had to take some medicine. I took the medicine and it made me feel better.
intervention	| The woman had a stroke. She could not walk. She was at home and needed help. She called her daughter. Her daughter began therapy for herself.
zoo	| I went to the zoo last week. I was excited to see the elephants. I saw a giant elephant. I also saw a monkey. When I came back , I wanted to see all of the monkeys.
the retirement party	| A retiree threw a retirement party. He had a large cake and a big cake of meat. He invited all of his friends and relatives. Everyone came and ate. Everyone had a great time.
new jacket	| Kelsi got a new jacket for her job. She was sure it would last her months in the city. But to her dismay , it ripped open. Kelsi had to buy another one. She was very sad she couldn't keep her new jacket.
vegetarian	| I was raised a vegetarian. I was very conscious of not eating meat. I ate a lot of meat. I didn't like veggie burgers after that. I decided to try a vegan diet. <|endoftext|>>
tattoo removal	| Mary was having a hard time getting her ears pierced. She decided to get a tattoo. She was nervous about it but decided it was worth it. When she got it it was great. She immediately regretted her decision.
healing after breakdown	| Kelly's car broke down while driving. She was not able to call for help. Kelly called her friends for help. They offered to drive her to the hospital. Kelly thanked them profusely for their help.
friendly cop	| The cop looked at us suspiciously. He asked if we were citizens. The man said he was. The cop began to arrest the man. The cop then asked for the man's ID.
stomach virus	| Bob was eating a lot of fast food. He had eaten so much he was throwing up. He had a stomach virus. He had to go to the doctor. Bob had to get off of fast food.
bandage	| I was walking in the street. I felt something grab my leg. I put my hand on the bleeding spot. I saw a bandage on the ground. I quickly removed the bandage. <|endoftext|>>
hector visits mexico	| Hector is excited. He has finally made it to the United States. He is excited to start a new life. He enjoys his trip. He is happy he has finally made it.
the sheets	| Bob was sleeping in his bed. He wasn't sure if he was going to wake up. He noticed that his sheets were coming untied. Bob was scared they would fall down. He decided to just get up and see what happened.
block sharing	| Kim was on her computer. She found a video game. She decided to share it. She was able to download it. Kim felt good about her decision.
a spoonful of sugar	| I've always loved to make cookies. Today I made a chocolate chip cookie. I had a hard time getting it all together. I took a cookie and put it in a bowl. Then I added some sugar.
center of attention	| Bill was in a fight with his sister. His sister had been acting weird. His sister was very upset with him. Bill decided to break up the fight. He did it to make his sister feel better.
checking e-mail	| Tom was doing business. He had an e-mail that needed to be sent. He got the e-mail and sent it. He waited for a response. No response.
forum	| Ben was a moderator of a gaming forum. He had a lot of good posts , but a lot of bad ones too. He was sure that all the bad posts would be deleted. Then , he received a message from an angry gamer. Ben deleted all the bad posts that day.
fitbit	| Gina had her very first digital fitness tracker. She was excited to see how she would use it. She began to measure herself daily. The first few days were rough. But by the end she felt great and confident.
no free will	| I was walking in my house. I was trying to look for the phone on the table. I ended up tripping on a chair. A chair fell and hit me. I ended up falling on the phone.
no hot water	| Jane was making hot pot noodles. She placed the noodles in a pot of boiling water. She kept the lid on the pot to keep it moist. The noodles started to boil over. Jane had to use the air conditioner to keep the pot hot.
making a sword .	| I wanted to make a sword. I decided to make it out of wood and paper. I cut a piece of paper and cut a piece of wood. Then , I started to glue the pieces together. Finally , it looked like a sword !
the garbage can	| Tom was driving down his street. He noticed a trash can was missing. He had never seen it before. He looked carefully and saw it was a garbage can. He took the garbage can home.
new handbag	| Kelly was excited about her new handbag. She was going to go to the mall and buy it. When she got to the mall she saw she had it. She went inside and tried it out. It was so much fun.
money management	| Tim was feeling stressed out. He decided to start a business. He put up ads on craigslist for people to help him. After a few days , he had a thriving business. Tim is now famous for his business.
winnie the pooh	| Bill's dog Winnie was very ill. Bill had to bring Winnie to the vet. The vet said that Winnie needed a good shot. Bill was very worried about Winnie. Bill was relieved when the shot went great.
the big hit	| Dan was a professional baseball player. He was going to be out for a week. Dan was getting ready to play in a big game. In the middle of his game , Dan hit a homerun. Dan won the game and was able to recover.
the hammock	| The couple went to the hammock. They had never been to it. They took pictures. They loved it. They could not wait to go back.
jose asks ada to marry him	| Jose wants to be a famous musician. Unfortunately , he has a reputation of being an alcoholic. He asks Ada to marry him. She accepts and is excited for their wedding. They have a happy life together.
okra stew	| Tom was a vegetarian. He decided to try making omelettes. He tried a whole can of ketchup. He thought it was too much. He ended up making a ketchup substitute.
jackie wins the prize	| Jackie is on the school play. She plays the lead in the musical. She is so excited. She plays her role well. She wins first prize in the musical.
spinach	| My girlfriend and I went to the store to buy some frozen spinach. At the store , we looked at all the frozen spinach. We found a brand we really liked. We bought a couple of bags. We drove home and had dinner before we left.
corey volunteered	| Corey was volunteering at an animal shelter. He was taking a few volunteers to help out. They were helping animals in their homes. He had a great time volunteering. He was excited to be helping others.
near drowning	| Tom was at the pool. He was watching the water. He was trying to swim. He was pushed underwater. He ended up drowning.
strangulation	| Amy was having an argument with her boyfriend. She was choking him. He was trying to break her. She was trying to pull him out of her chair. He pulled her back in.
joshua likes pancakes	| Joshua likes pancakes. He was looking for a way to make pancakes. Joshua decided to make pancakes from scratch. Joshua found a recipe for a homemade pancake batter. Joshua followed the recipe to make pancakes for breakfast.
the wreck	| Tom was driving his car. He was not paying attention. He hit a tree. He had to pull over. His car was totaled.
whack-a-vole	| I bought a new computer in 1999. I installed the operating system on it. I got a lot of work done. I bought a second computer in 2001. I used this one to run a huge batch of work.
plus	| I was feeling hungry. I decided to make some soup. I also wanted to eat something cold. I could not find my plate. I panicked and then made a plate of ice cream.
blue line	| The black line traced the ground. There was a black line in the middle. The dog went to the other side of the line. The dog looked at the black line. The dog looked for a friend but he was nowhere to be found.
joel 's restaurant	| Joel's restaurant was always closed so he wanted to open a restaurant. Joel's wife was a little hesitant because she hated to cook. Joel was able to convince her to open the restaurant. Joel's restaurant was one of the best in town. Joel's wife was proud and decided to open her own restaurant.
a visit to trick or treat street .	| arah was excited that her birthday was coming up. She had a lot of candy and treats for trick or treating. She arrived at the candy store with her dog. She went in and bought a bunch of candy. She went inside and gave her dog candy for trick or treating. <|endoftext|>>
the haunted house	| A man was walking down the street one day. He saw a person pass by him and scream. He was terrified and ran into a house. He saw a couple and felt something was wrong. He went back inside and called the police.
corn	| I got corn in the summer. My friends and I were going on vacation to Florida. My wife bought me a new set of seeds. I planted them. I had a whole cornfield in the backyard.
the coffee maker	| Amy wanted to make coffee. She had always wanted to try making coffee. She was excited to finally try it. She bought a coffee maker and started brewing coffee. Amy was so excited to see how it turned out.
free food	| The man went to a fast food place. The manager gave the man a free burger. The man didn't take the burger. He was furious. The manager didn't give him a free burger again. <|endoftext|>>
the puppy	| I wanted a puppy. My parents said no. I went to the animal shelter. They were all so happy to see me. I got a new puppy.
paper	| Dan is a very good writer. Dan has a paper due in two days. Dan has never written anything before. Dan decides to take the day off from writing. Dan is very happy with his decision to take a day off from writing.
maury	| Milly went to the mall with her friends. She was excited to go shopping. She bought a new pair of jeans. She tried on several pairs. After a couple hours , she couldn't decide what to wear.
buzz	| My friends and I were bored. We started to play with our phones. One of us got a call from someone. It was my friend. I had accidentally called my friend.
halloween party	| My wife and I had our annual Halloween party this year. We bought a dozen of candy. We also bought a dozen of treats. We are very thankful to our guests for their generosity. It's our favorite time of year.
puzzle	| The man solved a puzzle. His wife found out. She said it was a lie. The man didn't know that. He started to cry.
stomach ache	| I was walking on the sidewalk. I was feeling hungry. I started to feel dizzy. I fell down. I felt sick.
mutually beneficial	| A man went to the grocery store. He looked at the items on the shelves. He took his cart. He walked to his car and drove back home. He brought the cart to the car. <|endoftext|>>
pioneer times	| A group of college students decided to form a band. They practiced their instruments all summer long. When they got into the band they played their first show. They were very good and soon became a popular group. The students formed a professional band.
ladies ' man	| I was a maid working at a hotel. One day I fell asleep in my room. When I woke up I was a mess. The hotel manager was very angry. She gave me a warning.
actors .	| I have a passion for acting. I've acted in many plays. I'm now known as a director. I'm going to start a TV show. It's going to be very exciting.
glasses	| I was driving home one night. I noticed that my eyes were hurting. I drove to the eye doctor and had a checkup. He told me that my eyes needed glasses. I went to the eye doctor and got glasses.
clean up your toys	| Tim was cleaning his room. He noticed that his toys had fallen out of his drawer. He went to clean them but there were so many. He got all of them out of the laundry basket. He put them in a box and took them to put away.
the school board	| My daughter's school board was having a meeting. She was going to be a new student. She was nervous. She had a lot of questions. Unfortunately they didn't answer them.
murder by boyfriend	| I was at the bar one night. I was drinking a beer with some friends. Suddenly , I felt a punch in the back of the head by a stranger. I immediately ran to the door and called the police. The police came and arrested the man.
sandpaper	| My wife's boss gave her a large stack of paper. She had a hard time finding the pieces to read it. It was really expensive. We decided to buy some paper for a small package. After that she was able to complete her project.
the stairs	| Alex was in a rush to get to his office. He was so tired from work ! He climbed the stairs , but slipped. He fell and broke his arm. This was a very painful experience.
burn	| The man burned. It was very hot. He called his friend. His friend wanted to help him. They worked together to make the fire go out.
money	| Jim was excited to meet a new friend. He told her he was going to buy her a ring. The ring was very expensive. He then asked her if she knew where he could buy it. She said she couldn't answer the question.
